,Institution,Country,Latitude,Longitude,Affiliation,Count,geometry
215,"Montreal Institute for Learning Algorithms, University of Montreal, University of Montreal",Canada,45.5307147,-73.6135931,"Montreal Institute for Learning Algorithms, University of Montreal, University of Montreal",16.0,POINT (-73.6135931 45.5307147)
216,Two Sigma Ventures,USA,37.09024,-95.712891,,1.0,POINT (-95.712891 37.09024)
217,IPE,Norway,60.47202399999999,8.468945999999999,,1.0,POINT (8.468945999999999 60.47202399999999)
218,Zalando SE,Germany,51.165691,10.451526,Zalando SE,1.0,POINT (10.451526 51.165691)
219,"Beijing Knowledge Atlas Technology Co., Ltd.",China,39.904211,116.407395,"Beijing Knowledge Atlas Technology Co., Ltd.",1.0,POINT (116.407395 39.904211)
220,Bosch Center for AI,Germany,51.165691,10.451526,Bosch Center for AI,1.0,POINT (10.451526 51.165691)
221,"FAIR, Meta",Ireland,53.77975540000001,-7.3055309,"FAIR, Meta",7.0,POINT (-7.3055309 53.77975540000001)
222,Naver Labs Europe,South Korea,35.907757,127.766922,Naver Labs Europe,30.0,POINT (127.766922 35.907757)
223,"Wharton Statistics Department, The Wharton School",USA,37.09024,-95.712891,,1.0,POINT (-95.712891 37.09024)
224,"Machine Learning Department, School of Computer Science",USA,40.44416469999999,-79.9433725,"Machine Learning Department, School of Computer Science",4.0,POINT (-79.9433725 40.44416469999999)
225,Salesforce AI Research,USA,37.09024,-95.712891,Salesforce AI Research,7.0,POINT (-95.712891 37.09024)
226,"Harbin Institute of Technology, Shenzhen",China,22.586345,113.9683681,"Harbin Institute of Technology, Shenzhen",11.0,POINT (113.9683681 22.586345)
227,Universität Ulm,Germany,48.4010822,9.9876076,Universität Ulm,7.0,POINT (9.9876076 48.4010822)
228,Seoul National University of Science and Technology,South Korea,37.6316684,127.0774813,,1.0,POINT (127.0774813 37.6316684)
229,qiyuanlab,China,35.86166,104.195397,,1.0,POINT (104.195397 35.86166)
230,ETHZ - ETH Zurich,Switzerland,47.4085885,8.5061792,ETHZ - ETH Zurich,151.0,POINT (8.5061792 47.4085885)
231,Munster Technological University,Ireland,51.886048,-8.533569,Munster Technological University,1.0,POINT (-8.533569 51.886048)
232,Korea Institute for Advanced Study,South Korea,37.5928514,127.0457461,Korea Institute for Advanced Study,5.0,POINT (127.0457461 37.5928514)
233,"School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen",China,22.687845,114.209931,"School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen",1.0,POINT (114.209931 22.687845)
234,Université d'Orléans,France,47.8453037,1.9339062,,1.0,POINT (1.9339062 47.8453037)
235,"KU Leuven, KU Leuven",Belgium,50.87809710000001,4.699705300000001,"KU Leuven, KU Leuven",3.0,POINT (4.699705300000001 50.87809710000001)
236,HKBU,Hong Kong,22.3408088,114.1798757,HKBU,35.0,POINT (114.1798757 22.3408088)
237,DePaul University,United States,41.9241868,-87.65416549999999,,1.0,POINT (-87.65416549999999 41.9241868)
238,"Max Planck Institute for Intelligent Systems, Max Planck Institute for Intelligent Systems",Germany,48.7468939,9.0805141,"Max Planck Institute for Intelligent Systems, Max Planck Institute for Intelligent Systems",4.0,POINT (9.0805141 48.7468939)
239,"Apple, AI/ML",USA,37.09024,-95.712891,"Apple, AI/ML",3.0,POINT (-95.712891 37.09024)
240,"University of California, Los Angeles",United States,34.0699182,-118.4438495,"University of California, Los Angeles",255.0,POINT (-118.4438495 34.0699182)
241,Rheinische Friedrich-Wilhelms Universität Bonn,Germany,50.7267806,7.0864528,Rheinische Friedrich-Wilhelms Universität Bonn,9.0,POINT (7.0864528 50.7267806)
242,Toulouse School of Economics,France,43.6046672,1.4350928,Toulouse School of Economics,3.0,POINT (1.4350928 43.6046672)
243,Brave Software,USA,37.09024,-95.712891,Brave Software,3.0,POINT (-95.712891 37.09024)
244,German Research Center for AI,Germany,49.4295181,7.7513891,German Research Center for AI,25.0,POINT (7.7513891 49.4295181)
245,Los Alamos National Laboratory,United States,35.8775628,-106.3201361,Los Alamos National Laboratory,5.0,POINT (-106.3201361 35.8775628)
246,"Department of Computer Science, University of Illinois at Urbana Champaign",United States,40.1019523,-88.2271615,"Department of Computer Science, University of Illinois at Urbana Champaign",1.0,POINT (-88.2271615 40.1019523)
247,"School of Informatics, University of Edinburgh",Scotland,55.9447872,-3.1872827,"School of Informatics, University of Edinburgh",1.0,POINT (-3.1872827 55.9447872)
248,Università di Modena e Reggio Emilia,Italy,44.6451145,10.928124,,1.0,POINT (10.928124 44.6451145)
249,"Department of Computer Science, Whiting School of Engineering",United States,39.3285826,-76.6207908,"Department of Computer Science, Whiting School of Engineering",7.0,POINT (-76.6207908 39.3285826)
250,Nanjing university of Science & Technology,China,32.0583799,118.79647,Nanjing university of Science & Technology,1.0,POINT (118.79647 32.0583799)
251,State University of New York at Buffalo,United States,43.0018111,-78.78952389999999,State University of New York at Buffalo,34.0,POINT (-78.78952389999999 43.0018111)
252,SLAC National Laboratory,United States,37.4198888,-122.2043459,SLAC National Laboratory,1.0,POINT (-122.2043459 37.4198888)
253,Huawei Singapore,Singapore,1.2844948,103.8511573,,1.0,POINT (103.8511573 1.2844948)
254,ISCAS,China,35.86166,104.195397,ISCAS,1.0,POINT (104.195397 35.86166)
255,Vin University,Vietnam,20.9880379,105.9442597,Vin University,1.0,POINT (105.9442597 20.9880379)
256,Sharif University of Technology,Iran,35.7036491,51.3517033,Sharif University of Technology,21.0,POINT (51.3517033 35.7036491)
257,Indian Institute of Technology Kharagpur,India,22.3149274,87.31053109999999,Indian Institute of Technology Kharagpur,2.0,POINT (87.31053109999999 22.3149274)
258,"Istituto Italiano di Tecnologia, Italy",Italy,41.87194,12.56738,"Istituto Italiano di Tecnologia, Italy",1.0,POINT (12.56738 41.87194)
259,Xiaohongshu,China,35.86166,104.195397,Xiaohongshu,2.0,POINT (104.195397 35.86166)
260,Geometric Data Analytics,,35.9965365,-78.9039348,Geometric Data Analytics,1.0,POINT (-78.9039348 35.9965365)
261,University of Missouri - Kansas City,United States,39.0343551,-94.5834274,University of Missouri - Kansas City,4.0,POINT (-94.5834274 39.0343551)
262,Bosch Center for Artificial Intelligence,Germany,51.165691,10.451526,Bosch Center for Artificial Intelligence,8.0,POINT (10.451526 51.165691)
263,University of North Carolina at Charlotte,United States,35.3074169,-80.73521219999999,University of North Carolina at Charlotte,5.0,POINT (-80.73521219999999 35.3074169)
264,Institut für Informationsverarbeitung,Austria,47.516231,14.550072,Institut für Informationsverarbeitung,2.0,POINT (14.550072 47.516231)
265,Airbnb,United States,37.09024,-95.712891,Airbnb,2.0,POINT (-95.712891 37.09024)
266,Accenture,Ireland,53.77975540000001,-7.3055309,Accenture,1.0,POINT (-7.3055309 53.77975540000001)
267,Sung Kyun Kwan University,South Korea,37.588227,126.993606,Sung Kyun Kwan University,8.0,POINT (126.993606 37.588227)
268,"Key Laboratory of Intelligent Information Processing Institute of Computing Technology, Chinese Academy of Sciences",China,35.86166,104.195397,"Key Laboratory of Intelligent Information Processing Institute of Computing Technology, Chinese Academy of Sciences",1.0,POINT (104.195397 35.86166)
269,"JPMorgan Chase, FLARE",United States,37.09024,-95.712891,"JPMorgan Chase, FLARE",4.0,POINT (-95.712891 37.09024)
270,Mohamed bin Zayed University of Artificial Intelligence,United Arab Emirates,23.424076,53.847818,Mohamed bin Zayed University of Artificial Intelligence,160.0,POINT (53.847818 23.424076)
271,Università degli Studi di Milano,Italy,45.468503,9.1824027,Università degli Studi di Milano,1.0,POINT (9.1824027 45.468503)
272,Ben-Gurion University of the Negev,Israel,31.261426,34.7995546,Ben-Gurion University of the Negev,10.0,POINT (34.7995546 31.261426)
273,St. Petersburg Department of Steklov Mathematical Institute,Russia,59.9310584,30.3609097,St. Petersburg Department of Steklov Mathematical Institute,1.0,POINT (30.3609097 59.9310584)
274,"Robert Bosch GmbH, Bosch",Germany,51.165691,10.451526,"Robert Bosch GmbH, Bosch",14.0,POINT (10.451526 51.165691)
275,Sorbonne University,France,48.8468998,2.3554958,Sorbonne University,2.0,POINT (2.3554958 48.8468998)
276,"Pinterest, Inc.",United States,37.09024,-95.712891,,1.0,POINT (-95.712891 37.09024)
277,J.P. Morgan,United States,37.09024,-95.712891,J.P. Morgan,2.0,POINT (-95.712891 37.09024)
278,University of Colorado Boulder,United States,40.0073499,-105.2659871,University of Colorado Boulder,1.0,POINT (-105.2659871 40.0073499)
279,Universidad Complutense de Madrid,Spain,40.4454368,-3.7299424,,1.0,POINT (-3.7299424 40.4454368)
280,"Faculty of Electrical Engineering and Computing, University of Zagreb",Croatia,45.8003692,15.9713773,"Faculty of Electrical Engineering and Computing, University of Zagreb",1.0,POINT (15.9713773 45.8003692)
281,PASQAL,France,46.227638,2.213749,PASQAL,3.0,POINT (2.213749 46.227638)
282,Mitsubishi Electric Corporation,Japan,36.204824,138.252924,Mitsubishi Electric Corporation,2.0,POINT (138.252924 36.204824)
283,"Higher School of Economics, Higher School of Economics",Russia,55.761458,37.63327530000001,"Higher School of Economics, Higher School of Economics",4.0,POINT (37.63327530000001 55.761458)
284,HEC Montreal,Canada,45.5035488,-73.6211174,HEC Montreal,12.0,POINT (-73.6211174 45.5035488)
285,Tel Aviv University,Israel,32.113496,34.803609,Tel Aviv University,76.0,POINT (34.803609 32.113496)
286,"University of Washington, Seattle",United States,47.65464069999999,-122.3074579,"University of Washington, Seattle",52.0,POINT (-122.3074579 47.65464069999999)
287,"Automation, Tsinghua University, Tsinghua University",China,39.9996674,116.3264439,"Automation, Tsinghua University, Tsinghua University",1.0,POINT (116.3264439 39.9996674)
288,ZIB,Austria,47.516231,14.550072,ZIB,4.0,POINT (14.550072 47.516231)
289,Shanghai Aritifcal Intelligence Laboratory,China,31.230416,121.473701,Shanghai Aritifcal Intelligence Laboratory,27.0,POINT (121.473701 31.230416)
290,Cainiao Network,China,35.86166,104.195397,,1.0,POINT (104.195397 35.86166)
291,TU Wien Vienna University of Technology,Austria,48.1986546,16.3684626,TU Wien Vienna University of Technology,5.0,POINT (16.3684626 48.1986546)
292,Aristotle University of Thessaloniki,Greece,40.6308283,22.9592224,Aristotle University of Thessaloniki,1.0,POINT (22.9592224 40.6308283)
293,Flatiron Institute,USA,37.09024,-95.712891,Flatiron Institute,29.0,POINT (-95.712891 37.09024)
294,University of Bath,United Kingdom,51.3782228,-2.3263987,University of Bath,8.0,POINT (-2.3263987 51.3782228)
295,Singapore Institute of Technology,Singapore,1.30042,103.7804574,Singapore Institute of Technology,2.0,POINT (103.7804574 1.30042)
296,"Meta Platforms, Inc",United States,37.09024,-95.712891,"Meta Platforms, Inc",1.0,POINT (-95.712891 37.09024)
297,SIG,Norway,60.47202399999999,8.468945999999999,SIG,1.0,POINT (8.468945999999999 60.47202399999999)
298,Hamad Bin Khalifa University,Qatar,25.3141314,51.4323474,Hamad Bin Khalifa University,1.0,POINT (51.4323474 25.3141314)
299,Fordham University,United States,40.8614567,-73.8852771,Fordham University,1.0,POINT (-73.8852771 40.8614567)
300,Mississippi State University,United States,33.4555279,-88.7903868,Mississippi State University,1.0,POINT (-88.7903868 33.4555279)
301,Lenovo Research,China,35.86166,104.195397,Lenovo Research,5.0,POINT (104.195397 35.86166)
302,Fortiss GmbH,Austria,47.516231,14.550072,Fortiss GmbH,1.0,POINT (14.550072 47.516231)
303,Yellow Technologies,Ukraine,48.379433,31.16558,Yellow Technologies,3.0,POINT (31.16558 48.379433)
304,Brookhaven National Laboratory,United States,37.09024,-95.712891,Brookhaven National Laboratory,6.0,POINT (-95.712891 37.09024)
305,Zhongguancun Laboratory,China,39.98378,116.31932,Zhongguancun Laboratory,1.0,POINT (116.31932 39.98378)
306,Universite Cote d'Azur,France,43.7168559,7.2679621,Universite Cote d'Azur,1.0,POINT (7.2679621 43.7168559)
307,University of Michigan Ann Arbor,USA,42.277145,-83.7382071,University of Michigan Ann Arbor,2.0,POINT (-83.7382071 42.277145)
308,"Czech Technical Univeresity in Prague, Czech Technical University of Prague",Czechia,50.1031749,14.3947511,"Czech Technical Univeresity in Prague, Czech Technical University of Prague",3.0,POINT (14.3947511 50.1031749)
309,Sookmyung Women's University,South Korea,37.54647500000001,126.9646916,,1.0,POINT (126.9646916 37.54647500000001)
310,Facebook Reality Labs,USA,47.68747339999999,-122.1491549,Facebook Reality Labs,1.0,POINT (-122.1491549 47.68747339999999)
311,"Hitachi, Ltd.",Japan,36.204824,138.252924,,1.0,POINT (138.252924 36.204824)
312,The Chinese University of Hong Kong (Shenzhen); National University of Singapore,Singapore,22.5428599,114.05956,The Chinese University of Hong Kong (Shenzhen); National University of Singapore,1.0,POINT (114.05956 22.5428599)
313,Beijing Academy of Artificial Intelligence,China,39.904211,116.407395,Beijing Academy of Artificial Intelligence,25.0,POINT (116.407395 39.904211)
314,"Institute of Automation, Chinese Academy of Sciences",China,39.980196,116.333305,"Institute of Automation, Chinese Academy of Sciences",17.0,POINT (116.333305 39.980196)
315,Air Force Institute of Technology,United States,39.7821574,-84.0838943,,1.0,POINT (-84.0838943 39.7821574)
316,"School of mathematical Science, Peking University",China,39.904211,116.407395,"School of mathematical Science, Peking University",2.0,POINT (116.407395 39.904211)
317,Dalian University of Technology,China,38.880381,121.529021,Dalian University of Technology,38.0,POINT (121.529021 38.880381)
318,"University of Texas, Austin",United States,30.2850284,-97.7335226,"University of Texas, Austin",159.0,POINT (-97.7335226 30.2850284)
319,Getulio Vargas Foundation,Brazil,-22.9416613,-43.1800529,Getulio Vargas Foundation,3.0,POINT (-43.1800529 -22.9416613)
320,Oak Ridge National Laboratory,United States,35.9311679,-84.3101161,Oak Ridge National Laboratory,1.0,POINT (-84.3101161 35.9311679)
321,Qiyuanlab,China,35.86166,104.195397,,1.0,POINT (104.195397 35.86166)
322,SK hynix,South Korea,35.907757,127.766922,,1.0,POINT (127.766922 35.907757)
323,Centrum voor Wiskunde en Informatica,Netherlands,52.3565315,4.9519851,Centrum voor Wiskunde en Informatica,2.0,POINT (4.9519851 52.3565315)
324,"Concordia University, Montreal",Canada,45.4948363,-73.5779128,"Concordia University, Montreal",3.0,POINT (-73.5779128 45.4948363)
325,"CS Department, TU Darmstadt, TU Darmstadt",Germany,49.8774151,8.6546102,"CS Department, TU Darmstadt, TU Darmstadt",2.0,POINT (8.6546102 49.8774151)
326,Amherst College,United States,42.3709104,-72.5170028,Amherst College,3.0,POINT (-72.5170028 42.3709104)
327,"RWTH Aachen, Rheinisch Westfälische Technische Hochschule Aachen",Germany,50.7775413,6.077485299999999,"RWTH Aachen, Rheinisch Westfälische Technische Hochschule Aachen",1.0,POINT (6.077485299999999 50.7775413)
328,The University of Melbourne,Australia,-37.7983459,144.960974,The University of Melbourne,14.0,POINT (144.960974 -37.7983459)
329,Telstra,Australia,-25.274398,133.775136,Telstra,1.0,POINT (133.775136 -25.274398)
330,Zhejiang Normal University,China,30.2655499,120.1536,Zhejiang Normal University,7.0,POINT (120.1536 30.2655499)
331,Slovak University of Technology in Bratislava,Slovakia,48.1545998,17.1174857,Slovak University of Technology in Bratislava,1.0,POINT (17.1174857 48.1545998)
332,Ecole Nationale de la Statistique et de l'Analyse de l'information,France,48.05062059999999,-1.7417817,Ecole Nationale de la Statistique et de l'Analyse de l'information,2.0,POINT (-1.7417817 48.05062059999999)
333,University of Rostock,Germany,54.0751642,12.1040368,University of Rostock,1.0,POINT (12.1040368 54.0751642)
334,INP Toulouse,France,43.5548178,1.5010751,INP Toulouse,1.0,POINT (1.5010751 43.5548178)
335,Société Nationale des Chemins de fer Français,France,46.227638,2.213749,Société Nationale des Chemins de fer Français,1.0,POINT (2.213749 46.227638)
336,Champalimaud Centre for the Unknown,Portugal,38.6935321,-9.2214321,Champalimaud Centre for the Unknown,4.0,POINT (-9.2214321 38.6935321)
337,University of Utah,United States,40.7649368,-111.8421021,University of Utah,41.0,POINT (-111.8421021 40.7649368)
338,Brigham Young University,United States,40.2518435,-111.6493156,Brigham Young University,1.0,POINT (-111.6493156 40.2518435)
339,Purdue University,United States,40.4237054,-86.92119459999999,Purdue University,175.0,POINT (-86.92119459999999 40.4237054)
340,Institute of Automation Chinese Academy of Sciences,China,39.980196,116.333305,Institute of Automation Chinese Academy of Sciences,1.0,POINT (116.333305 39.980196)
